Neuron 1,Neuron 2,Type,Nbr
VD8,VA8,R,3
VD8,VA8,EJ,1
VD9,DD5,R,1
VD9,NMJ,NMJ,28
VD9,PDER,EJ,1
VD9,VA9,Rp,1
VD9,VA9,R,9
VD9,VB8,Rp,5
VD9,VB8,R,5
VD9,VD10,EJ,5
